state,reporting_coverage,index,rate,year
Kentucky,70,Violent Crime Index,125,2010
Louisiana,58,Violent Crime Index,503,2010
Maine,100,Violent Crime Index,55,2010
Maryland,83,Violent Crime Index,522,2010
Massachusetts,94,Violent Crime Index,259,2010
Michigan,94,Violent Crime Index,179,2010
Minnesota,100,Violent Crime Index,160,2010
Mississippi,53,Violent Crime Index,119,2010
Missouri,93,Violent Crime Index,222,2010
Montana,87,Violent Crime Index,120,2010
Nebraska,90,Violent Crime Index,109,2010
Nevada,89,Violent Crime Index,300,2010
New Hampshire,87,Violent Crime Index,93,2010
New Jersey,98,Violent Crime Index,243,2010
New Mexico,88,Violent Crime Index,240,2010
New York,50,Violent Crime Index,221,2010
North Carolina,83,Violent Crime Index,211,2010
North Dakota,90,Violent Crime Index,92,2010
Ohio,74,Violent Crime Index,111,2010
Oklahoma,99,Violent Crime Index,149,2010
Oregon,87,Violent Crime Index,147,2010
Pennsylvania,97,Violent Crime Index,355,2010
Rhode Island,99,Violent Crime Index,198,2010
South Carolina,95,Violent Crime Index,186,2010
South Dakota,78,Violent Crime Index,109,2010
Tennessee,78,Violent Crime Index,383,2010
Texas,99,Violent Crime Index,146,2010
Utah,97,Violent Crime Index,90,2010
Vermont,87,Violent Crime Index,66,2010
Virginia,98,Violent Crime Index,112,2010
Washington,78,Violent Crime Index,211,2010
West Virginia,80,Violent Crime Index,59,2010
Wisconsin,89,Violent Crime Index,237,2010
Wyoming,99,Violent Crime Index,96,2010
United States,84,Property Crime Index,1133,2010
Alabama,72,Property Crime Index,495,2010
Alaska,99,Property Crime Index,1329,2010
Arizona,90,Property Crime Index,1426,2010
Arkansas,74,Property Crime Index,984,2010
California,96,Property Crime Index,922,2010
Colorado,89,Property Crime Index,1424,2010
Connecticut,95,Property Crime Index,849,2010
Delaware,100,Property Crime Index,1452,2010
District of Columbia,0,Property Crime Index,NA,2010
Florida,100,Property Crime Index,1530,2010
Georgia,81,Property Crime Index,1200,2010
Hawaii,89,Property Crime Index,1284,2010
Idaho,94,Property Crime Index,1456,2010
Illinois,23,Property Crime Index,1449,2010
Indiana,59,Property Crime Index,1198,2010
Iowa,88,Property Crime Index,1616,2010
Kansas,69,Property Crime Index,976,2010
Kentucky,70,Property Crime Index,754,2010
Louisiana,58,Property Crime Index,1517,2010
Maine,100,Property Crime Index,1346,2010
Maryland,83,Property Crime Index,1697,2010
Massachusetts,94,Property Crime Index,449,2010
Michigan,94,Property Crime Index,880,2010
Minnesota,100,Property Crime Index,1507,2010
Mississippi,53,Property Crime Index,1350,2010
Missouri,93,Property Crime Index,1537,2010
Montana,87,Property Crime Index,1570,2010
Nebraska,90,Property Crime Index,1920,2010
Nevada,89,Property Crime Index,1492,2010
New Hampshire,87,Property Crime Index,825,2010
New Jersey,98,Property Crime Index,736,2010
New Mexico,88,Property Crime Index,1488,2010
New York,50,Property Crime Index,1084,2010
North Carolina,83,Property Crime Index,1177,2010
North Dakota,90,Property Crime Index,1693,2010
Ohio,74,Property Crime Index,771,2010
Oklahoma,99,Property Crime Index,1167,2010
Oregon,87,Property Crime Index,1635,2010
Pennsylvania,97,Property Crime Index,874,2010
Rhode Island,99,Property Crime Index,901,2010
South Carolina,95,Property Crime Index,1110,2010
South Dakota,78,Property Crime Index,1818,2010
Tennessee,78,Property Crime Index,1352,2010
Texas,99,Property Crime Index,1049,2010
Utah,97,Property Crime Index,1748,2010
Vermont,87,Property Crime Index,469,2010
Virginia,98,Property Crime Index,763,2010
Washington,78,Property Crime Index,1201,2010
West Virginia,80,Property Crime Index,346,2010
Wisconsin,89,Property Crime Index,1904,2010
Wyoming,99,Property Crime Index,1636,2010
United States,84,Drug abuse,511,2010
Alabama,72,Drug abuse,85,2010
Alaska,99,Drug abuse,391,2010
Arizona,90,Drug abuse,798,2010
Arkansas,74,Drug abuse,326,2010
California,96,Drug abuse,560,2010
Colorado,89,Drug abuse,684,2010
Connecticut,95,Drug abuse,412,2010
Delaware,100,Drug abuse,637,2010
District of Columbia,0,Drug abuse,NA,2010
Florida,100,Drug abuse,589,2010
Georgia,81,Drug abuse,368,2010
Hawaii,89,Drug abuse,365,2010
Idaho,94,Drug abuse,505,2010
Illinois,23,Drug abuse,1591,2010
Indiana,59,Drug abuse,435,2010
Iowa,88,Drug abuse,426,2010
Kansas,69,Drug abuse,500,2010
Kentucky,70,Drug abuse,234,2010
Louisiana,58,Drug abuse,518,2010
Maine,100,Drug abuse,440,2010
Maryland,83,Drug abuse,1052,2010
Massachusetts,94,Drug abuse,107,2010
Michigan,94,Drug abuse,313,2010
Minnesota,100,Drug abuse,498,2010
Mississippi,53,Drug abuse,324,2010
Missouri,93,Drug abuse,515,2010
Montana,87,Drug abuse,404,2010
Nebraska,90,Drug abuse,770,2010
Nevada,89,Drug abuse,778,2010
New Hampshire,87,Drug abuse,637,2010
New Jersey,98,Drug abuse,517,2010
New Mexico,88,Drug abuse,807,2010
New York,50,Drug abuse,506,2010
North Carolina,83,Drug abuse,339,2010
North Dakota,90,Drug abuse,574,2010
Ohio,74,Drug abuse,272,2010
Oklahoma,99,Drug abuse,426,2010
Oregon,87,Drug abuse,708,2010
Pennsylvania,97,Drug abuse,413,2010
Rhode Island,99,Drug abuse,461,2010
South Carolina,95,Drug abuse,587,2010
South Dakota,78,Drug abuse,755,2010
Tennessee,78,Drug abuse,591,2010
Texas,99,Drug abuse,535,2010
Utah,97,Drug abuse,550,2010
Vermont,87,Drug abuse,187,2010
Virginia,98,Drug abuse,311,2010
Washington,78,Drug abuse,470,2010
West Virginia,80,Drug abuse,156,2010
Wisconsin,89,Drug abuse,676,2010
Wyoming,99,Drug abuse,1057,2010
United States,84,Weapons,92,2010
Alabama,72,Weapons,19,2010
Alaska,99,Weapons,35,2010
Arizona,90,Weapons,49,2010
Arkansas,74,Weapons,49,2010
California,96,Weapons,162,2010
Colorado,89,Weapons,90,2010
Connecticut,95,Weapons,66,2010
Delaware,100,Weapons,127,2010
District of Columbia,0,Weapons,NA,2010
Florida,100,Weapons,67,2010
Georgia,81,Weapons,104,2010
Hawaii,89,Weapons,18,2010
Idaho,94,Weapons,77,2010
Illinois,23,Weapons,275,2010
Indiana,59,Weapons,50,2010
Iowa,88,Weapons,40,2010
Kansas,69,Weapons,37,2010
Kentucky,70,Weapons,33,2010
Louisiana,58,Weapons,82,2010
Maine,100,Weapons,44,2010
Maryland,83,Weapons,185,2010
Massachusetts,94,Weapons,35,2010
Michigan,94,Weapons,63,2010
Minnesota,100,Weapons,92,2010
Mississippi,53,Weapons,125,2010
Missouri,93,Weapons,70,2010
Montana,87,Weapons,23,2010
Nebraska,90,Weapons,86,2010
Nevada,89,Weapons,105,2010
New Hampshire,87,Weapons,17,2010
New Jersey,98,Weapons,118,2010
New Mexico,88,Weapons,120,2010
New York,50,Weapons,58,2010
North Carolina,83,Weapons,172,2010
North Dakota,90,Weapons,22,2010
Ohio,74,Weapons,54,2010
Oklahoma,99,Weapons,65,2010
Oregon,87,Weapons,55,2010
Pennsylvania,97,Weapons,99,2010
Rhode Island,99,Weapons,145,2010
South Carolina,95,Weapons,114,2010
South Dakota,78,Weapons,97,2010
Tennessee,78,Weapons,120,2010
Texas,99,Weapons,40,2010
Utah,97,Weapons,99,2010
Vermont,87,Weapons,9,2010
Virginia,98,Weapons,53,2010
Washington,78,Weapons,92,2010
West Virginia,80,Weapons,8,2010
Wisconsin,89,Weapons,153,2010
Wyoming,99,Weapons,82,2010
United States,83,Violent Crime Index,210,2011
Alabama,2,Violent Crime Index,0,2011
Alaska,99,Violent Crime Index,239,2011
Arizona,95,Violent Crime Index,155,2011
Arkansas,74,Violent Crime Index,136,2011
California,99,Violent Crime Index,262,2011
Colorado,91,Violent Crime Index,117,2011
Connecticut,98,Violent Crime Index,158,2011
Delaware,100,Violent Crime Index,389,2011
District of Columbia,0,Violent Crime Index,NA,2011
Florida,100,Violent Crime Index,311,2011
Georgia,94,Violent Crime Index,173,2011
Hawaii,0,Violent Crime Index,NA,2011
Idaho,94,Violent Crime Index,80,2011
Illinois,22,Violent Crime Index,757,2011
Indiana,76,Violent Crime Index,214,2011
Iowa,88,Violent Crime Index,192,2011
Kansas,70,Violent Crime Index,113,2011
Kentucky,94,Violent Crime Index,93,2011
Louisiana,53,Violent Crime Index,523,2011
Maine,100,Violent Crime Index,57,2011
Maryland,83,Violent Crime Index,400,2011
Massachusetts,91,Violent Crime Index,225,2011
Michigan,89,Violent Crime Index,158,2011
Minnesota,100,Violent Crime Index,151,2011
Mississippi,56,Violent Crime Index,112,2011
Missouri,94,Violent Crime Index,194,2011
Montana,90,Violent Crime Index,101,2011
Nebraska,90,Violent Crime Index,109,2011
Nevada,89,Violent Crime Index,250,2011
New Hampshire,78,Violent Crime Index,80,2011
New Jersey,99,Violent Crime Index,214,2011
New Mexico,95,Violent Crime Index,203,2011
New York,47,Violent Crime Index,181,2011
North Carolina,96,Violent Crime Index,183,2011
North Dakota,94,Violent Crime Index,72,2011
Ohio,74,Violent Crime Index,112,2011
Oklahoma,92,Violent Crime Index,141,2011
Oregon,95,Violent Crime Index,119,2011
Pennsylvania,93,Violent Crime Index,347,2011
Rhode Island,83,Violent Crime Index,134,2011
South Carolina,90,Violent Crime Index,170,2011
South Dakota,83,Violent Crime Index,80,2011
Tennessee,95,Violent Crime Index,305,2011
Texas,93,Violent Crime Index,127,2011
Utah,44,Violent Crime Index,98,2011
Vermont,73,Violent Crime Index,79,2011
Virginia,99,Violent Crime Index,107,2011
Washington,57,Violent Crime Index,170,2011
West Virginia,81,Violent Crime Index,56,2011
Wisconsin,93,Violent Crime Index,252,2011
Wyoming,96,Violent Crime Index,88,2011
United States,83,Property Crime Index,1030,2011
Alabama,2,Property Crime Index,1074,2011
Alaska,99,Property Crime Index,1268,2011
Arizona,95,Property Crime Index,1301,2011
Arkansas,74,Property Crime Index,1017,2011
California,99,Property Crime Index,809,2011
Colorado,91,Property Crime Index,1257,2011
Connecticut,98,Property Crime Index,708,2011
Delaware,100,Property Crime Index,1287,2011
District of Columbia,0,Property Crime Index,NA,2011
Florida,100,Property Crime Index,1406,2011
Georgia,94,Property Crime Index,1016,2011
Hawaii,0,Property Crime Index,NA,2011
Idaho,94,Property Crime Index,1353,2011
Illinois,22,Property Crime Index,1599,2011
Indiana,76,Property Crime Index,1233,2011
Iowa,88,Property Crime Index,1540,2011
Kansas,70,Property Crime Index,903,2011
Kentucky,94,Property Crime Index,642,2011
Louisiana,53,Property Crime Index,1325,2011
Maine,100,Property Crime Index,1114,2011
Maryland,83,Property Crime Index,1519,2011
Massachusetts,91,Property Crime Index,376,2011
Michigan,89,Property Crime Index,798,2011
Minnesota,100,Property Crime Index,1407,2011
Mississippi,56,Property Crime Index,1127,2011
Missouri,94,Property Crime Index,1366,2011
Montana,90,Property Crime Index,1586,2011
Nebraska,90,Property Crime Index,1914,2011
Nevada,89,Property Crime Index,1264,2011
New Hampshire,78,Property Crime Index,760,2011
New Jersey,99,Property Crime Index,619,2011
New Mexico,95,Property Crime Index,1515,2011
New York,47,Property Crime Index,1013,2011
North Carolina,96,Property Crime Index,1081,2011
North Dakota,94,Property Crime Index,1579,2011
Ohio,74,Property Crime Index,668,2011
Oklahoma,92,Property Crime Index,1099,2011
Oregon,95,Property Crime Index,1361,2011
Pennsylvania,93,Property Crime Index,853,2011
Rhode Island,83,Property Crime Index,861,2011
South Carolina,90,Property Crime Index,985,2011
South Dakota,83,Property Crime Index,1551,2011
Tennessee,95,Property Crime Index,1025,2011
Texas,93,Property Crime Index,894,2011
Utah,44,Property Crime Index,1424,2011
Vermont,73,Property Crime Index,456,2011
Virginia,99,Property Crime Index,745,2011
Washington,57,Property Crime Index,1305,2011
West Virginia,81,Property Crime Index,330,2011
Wisconsin,93,Property Crime Index,1831,2011
Wyoming,96,Property Crime Index,1381,2011
United States,83,Drug abuse,444,2011
Alabama,2,Drug abuse,305,2011
Alaska,99,Drug abuse,434,2011
Arizona,95,Drug abuse,733,2011
Arkansas,74,Drug abuse,283,2011
California,99,Drug abuse,296,2011
Colorado,91,Drug abuse,665,2011
Connecticut,98,Drug abuse,292,2011
Delaware,100,Drug abuse,530,2011
District of Columbia,0,Drug abuse,NA,2011
Florida,100,Drug abuse,546,2011
Georgia,94,Drug abuse,298,2011
Hawaii,0,Drug abuse,NA,2011
Idaho,94,Drug abuse,566,2011
Illinois,22,Drug abuse,1461,2011
Indiana,76,Drug abuse,419,2011
Iowa,88,Drug abuse,395,2011
Kansas,70,Drug abuse,412,2011
Kentucky,94,Drug abuse,208,2011
Louisiana,53,Drug abuse,448,2011
Maine,100,Drug abuse,400,2011
Maryland,83,Drug abuse,855,2011
Massachusetts,91,Drug abuse,85,2011
Michigan,89,Drug abuse,293,2011
Minnesota,100,Drug abuse,552,2011
Mississippi,56,Drug abuse,308,2011
Missouri,94,Drug abuse,538,2011
Montana,90,Drug abuse,448,2011
Nebraska,90,Drug abuse,737,2011
Nevada,89,Drug abuse,690,2011
New Hampshire,78,Drug abuse,544,2011
New Jersey,99,Drug abuse,504,2011
New Mexico,95,Drug abuse,658,2011
New York,47,Drug abuse,453,2011
North Carolina,96,Drug abuse,350,2011
North Dakota,94,Drug abuse,559,2011
Ohio,74,Drug abuse,242,2011
Oklahoma,92,Drug abuse,351,2011
Oregon,95,Drug abuse,820,2011
Pennsylvania,93,Drug abuse,390,2011
Rhode Island,83,Drug abuse,451,2011
South Carolina,90,Drug abuse,480,2011
South Dakota,83,Drug abuse,900,2011
Tennessee,95,Drug abuse,431,2011
Texas,93,Drug abuse,477,2011
Utah,44,Drug abuse,606,2011
Vermont,73,Drug abuse,207,2011
Virginia,99,Drug abuse,328,2011
Washington,57,Drug abuse,548,2011
West Virginia,81,Drug abuse,129,2011
Wisconsin,93,Drug abuse,648,2011
Wyoming,96,Drug abuse,1025,2011
United States,83,Weapons,82,2011
Alabama,2,Weapons,11,2011
Alaska,99,Weapons,36,2011
Arizona,95,Weapons,39,2011
Arkansas,74,Weapons,46,2011
California,99,Weapons,143,2011
Colorado,91,Weapons,83,2011
Connecticut,98,Weapons,47,2011
Delaware,100,Weapons,96,2011
District of Columbia,0,Weapons,NA,2011
Florida,100,Weapons,56,2011
Georgia,94,Weapons,78,2011
Hawaii,0,Weapons,NA,2011
Idaho,94,Weapons,52,2011
Illinois,22,Weapons,291,2011
Indiana,76,Weapons,58,2011
Iowa,88,Weapons,43,2011
Kansas,70,Weapons,36,2011
Kentucky,94,Weapons,26,2011
Louisiana,53,Weapons,97,2011
Maine,100,Weapons,31,2011
Maryland,83,Weapons,158,2011
Massachusetts,91,Weapons,33,2011
Michigan,89,Weapons,56,2011
Minnesota,100,Weapons,89,2011
Mississippi,56,Weapons,55,2011
Missouri,94,Weapons,61,2011
Montana,90,Weapons,16,2011
Nebraska,90,Weapons,65,2011
Nevada,89,Weapons,88,2011
New Hampshire,78,Weapons,7,2011
New Jersey,99,Weapons,101,2011
New Mexico,95,Weapons,77,2011
New York,47,Weapons,39,2011
North Carolina,96,Weapons,152,2011
North Dakota,94,Weapons,33,2011
Ohio,74,Weapons,48,2011
Oklahoma,92,Weapons,55,2011
Oregon,95,Weapons,56,2011
Pennsylvania,93,Weapons,101,2011
Rhode Island,83,Weapons,109,2011
South Carolina,90,Weapons,98,2011
South Dakota,83,Weapons,37,2011
Tennessee,95,Weapons,93,2011
Texas,93,Weapons,34,2011
Utah,44,Weapons,65,2011
Vermont,73,Weapons,18,2011
Virginia,99,Weapons,47,2011
Washington,57,Weapons,85,2011
West Virginia,81,Weapons,20,2011
Wisconsin,93,Weapons,166,2011
Wyoming,96,Weapons,67,2011
United States,84,Violent Crime Index,187,2012
Alabama,2,Violent Crime Index,57,2012
Alaska,64,Violent Crime Index,246,2012
Arizona,91,Violent Crime Index,152,2012
Arkansas,85,Violent Crime Index,143,2012
California,98,Violent Crime Index,225,2012
Colorado,91,Violent Crime Index,111,2012
Connecticut,94,Violent Crime Index,162,2012
Delaware,100,Violent Crime Index,389,2012
District of Columbia,0,Violent Crime Index,NA,2012
Florida,100,Violent Crime Index,263,2012
Georgia,89,Violent Crime Index,169,2012
Hawaii,11,Violent Crime Index,248,2012
Idaho,99,Violent Crime Index,87,2012
Illinois,22,Violent Crime Index,751,2012
Indiana,64,Violent Crime Index,160,2012
Iowa,88,Violent Crime Index,183,2012
Kansas,72,Violent Crime Index,112,2012
Kentucky,96,Violent Crime Index,91,2012
Louisiana,50,Violent Crime Index,445,2012
Maine,100,Violent Crime Index,54,2012
Maryland,91,Violent Crime Index,295,2012
Massachusetts,92,Violent Crime Index,177,2012
Michigan,93,Violent Crime Index,135,2012
Minnesota,87,Violent Crime Index,114,2012
Mississippi,51,Violent Crime Index,63,2012
Missouri,93,Violent Crime Index,187,2012
Montana,94,Violent Crime Index,113,2012
Nebraska,91,Violent Crime Index,115,2012
Nevada,100,Violent Crime Index,243,2012
New Hampshire,88,Violent Crime Index,54,2012
New Jersey,97,Violent Crime Index,199,2012
New Mexico,85,Violent Crime Index,202,2012
New York,55,Violent Crime Index,218,2012
North Carolina,90,Violent Crime Index,162,2012
North Dakota,98,Violent Crime Index,89,2012
Ohio,62,Violent Crime Index,100,2012
Oklahoma,94,Violent Crime Index,130,2012
Oregon,93,Violent Crime Index,133,2012
Pennsylvania,96,Violent Crime Index,303,2012
Rhode Island,99,Violent Crime Index,128,2012
South Carolina,87,Violent Crime Index,146,2012
South Dakota,90,Violent Crime Index,87,2012
Tennessee,91,Violent Crime Index,281,2012
Texas,97,Violent Crime Index,121,2012
Utah,98,Violent Crime Index,76,2012
Vermont,89,Violent Crime Index,70,2012
Virginia,100,Violent Crime Index,74,2012
Washington,75,Violent Crime Index,163,2012
West Virginia,73,Violent Crime Index,57,2012
Wisconsin,94,Violent Crime Index,234,2012
Wyoming,90,Violent Crime Index,51,2012
United States,84,Property Crime Index,914,2012
Alabama,2,Property Crime Index,698,2012
Alaska,64,Property Crime Index,1485,2012
Arizona,91,Property Crime Index,1109,2012
Arkansas,85,Property Crime Index,1001,2012
California,98,Property Crime Index,669,2012
Colorado,91,Property Crime Index,1108,2012
Connecticut,94,Property Crime Index,599,2012
Delaware,100,Property Crime Index,1245,2012
District of Columbia,0,Property Crime Index,NA,2012
Florida,100,Property Crime Index,1264,2012
Georgia,89,Property Crime Index,927,2012
Hawaii,11,Property Crime Index,826,2012
Idaho,99,Property Crime Index,1198,2012
Illinois,22,Property Crime Index,1395,2012
Indiana,64,Property Crime Index,981,2012
Iowa,88,Property Crime Index,1347,2012
Kansas,72,Property Crime Index,809,2012
Kentucky,96,Property Crime Index,562,2012
Louisiana,50,Property Crime Index,1385,2012
Maine,100,Property Crime Index,1133,2012
Maryland,91,Property Crime Index,1100,2012
Massachusetts,92,Property Crime Index,305,2012
Michigan,93,Property Crime Index,658,2012
Minnesota,87,Property Crime Index,1267,2012
Mississippi,51,Property Crime Index,1004,2012
Missouri,93,Property Crime Index,1259,2012
Montana,94,Property Crime Index,1535,2012
Nebraska,91,Property Crime Index,1711,2012
Nevada,100,Property Crime Index,941,2012
New Hampshire,88,Property Crime Index,650,2012
New Jersey,97,Property Crime Index,523,2012
New Mexico,85,Property Crime Index,1278,2012
New York,55,Property Crime Index,1024,2012
North Carolina,90,Property Crime Index,969,2012
North Dakota,98,Property Crime Index,1343,2012
Ohio,62,Property Crime Index,703,2012
Oklahoma,94,Property Crime Index,958,2012
Oregon,93,Property Crime Index,1215,2012
Pennsylvania,96,Property Crime Index,770,2012
Rhode Island,99,Property Crime Index,735,2012
South Carolina,87,Property Crime Index,911,2012
South Dakota,90,Property Crime Index,1495,2012
Tennessee,91,Property Crime Index,949,2012
Texas,97,Property Crime Index,785,2012
Utah,98,Property Crime Index,1328,2012
Vermont,89,Property Crime Index,391,2012
Virginia,100,Property Crime Index,620,2012
Washington,75,Property Crime Index,1039,2012
West Virginia,73,Property Crime Index,323,2012
Wisconsin,94,Property Crime Index,1793,2012
Wyoming,90,Property Crime Index,1264,2012
United States,84,Drug abuse,417,2012
Alabama,2,Drug abuse,286,2012
Alaska,64,Drug abuse,622,2012
Arizona,91,Drug abuse,653,2012
Arkansas,85,Drug abuse,328,2012
California,98,Drug abuse,253,2012
Colorado,91,Drug abuse,611,2012
Connecticut,94,Drug abuse,211,2012
Delaware,100,Drug abuse,546,2012
District of Columbia,0,Drug abuse,NA,2012
Florida,100,Drug abuse,480,2012
Georgia,89,Drug abuse,302,2012
Hawaii,11,Drug abuse,880,2012
Idaho,99,Drug abuse,549,2012
Illinois,22,Drug abuse,1337,2012
Indiana,64,Drug abuse,387,2012
Iowa,88,Drug abuse,403,2012
Kansas,72,Drug abuse,369,2012
Kentucky,96,Drug abuse,166,2012
Louisiana,50,Drug abuse,477,2012
Maine,100,Drug abuse,412,2012
Maryland,91,Drug abuse,617,2012
Massachusetts,92,Drug abuse,84,2012
Michigan,93,Drug abuse,274,2012
Minnesota,87,Drug abuse,525,2012
Mississippi,51,Drug abuse,377,2012
Missouri,93,Drug abuse,468,2012
Montana,94,Drug abuse,406,2012
Nebraska,91,Drug abuse,719,2012
Nevada,100,Drug abuse,405,2012
New Hampshire,88,Drug abuse,543,2012
New Jersey,97,Drug abuse,526,2012
New Mexico,85,Drug abuse,644,2012
New York,55,Drug abuse,485,2012
North Carolina,90,Drug abuse,319,2012
North Dakota,98,Drug abuse,501,2012
Ohio,62,Drug abuse,252,2012
Oklahoma,94,Drug abuse,354,2012
Oregon,93,Drug abuse,699,2012
Pennsylvania,96,Drug abuse,387,2012
Rhode Island,99,Drug abuse,407,2012
South Carolina,87,Drug abuse,516,2012
South Dakota,90,Drug abuse,1043,2012
Tennessee,91,Drug abuse,431,2012
Texas,97,Drug abuse,471,2012
Utah,98,Drug abuse,492,2012
Vermont,89,Drug abuse,239,2012
Virginia,100,Drug abuse,337,2012
Washington,75,Drug abuse,399,2012
West Virginia,73,Drug abuse,138,2012
Wisconsin,94,Drug abuse,648,2012
Wyoming,90,Drug abuse,1122,2012
United States,84,Weapons,72,2012
Alabama,2,Weapons,11,2012
Alaska,64,Weapons,50,2012
Arizona,91,Weapons,34,2012
Arkansas,85,Weapons,44,2012
California,98,Weapons,123,2012
Colorado,91,Weapons,65,2012
Connecticut,94,Weapons,45,2012
Delaware,100,Weapons,73,2012
District of Columbia,0,Weapons,NA,2012
Florida,100,Weapons,56,2012
Georgia,89,Weapons,61,2012
Hawaii,11,Weapons,67,2012
Idaho,99,Weapons,70,2012
Illinois,22,Weapons,291,2012
Indiana,64,Weapons,45,2012
Iowa,88,Weapons,49,2012
Kansas,72,Weapons,23,2012
Kentucky,96,Weapons,20,2012
Louisiana,50,Weapons,90,2012
Maine,100,Weapons,26,2012
Maryland,91,Weapons,102,2012
Massachusetts,92,Weapons,28,2012
Michigan,93,Weapons,53,2012
Minnesota,87,Weapons,47,2012
Mississippi,51,Weapons,64,2012
Missouri,93,Weapons,61,2012
Montana,94,Weapons,15,2012
Nebraska,91,Weapons,57,2012
Nevada,100,Weapons,40,2012
New Hampshire,88,Weapons,0,2012
New Jersey,97,Weapons,80,2012
New Mexico,85,Weapons,78,2012
New York,55,Weapons,56,2012
North Carolina,90,Weapons,138,2012
North Dakota,98,Weapons,37,2012
Ohio,62,Weapons,43,2012
Oklahoma,94,Weapons,49,2012
Oregon,93,Weapons,45,2012
Pennsylvania,96,Weapons,90,2012
Rhode Island,99,Weapons,130,2012
South Carolina,87,Weapons,87,2012
South Dakota,90,Weapons,60,2012
Tennessee,91,Weapons,85,2012
Texas,97,Weapons,29,2012
Utah,98,Weapons,85,2012
Vermont,89,Weapons,17,2012
Virginia,100,Weapons,41,2012
Washington,75,Weapons,60,2012
West Virginia,73,Weapons,10,2012
Wisconsin,94,Weapons,143,2012
Wyoming,90,Weapons,66,2012
United States,84,Aggravated assault,99,2013
Alabama,2,Aggravated assault,34,2013
Alaska,64,Aggravated assault,196,2013
Arizona,98,Aggravated assault,90,2013
Arkansas,93,Aggravated assault,63,2013
California,100,Aggravated assault,118,2013
Colorado,97,Aggravated assault,68,2013
Connecticut,95,Aggravated assault,61,2013
Delaware,100,Aggravated assault,235,2013
District of Columbia,0,Aggravated assault,NA,2013
Florida,100,Aggravated assault,145,2013
Georgia,90,Aggravated assault,78,2013
Hawaii,11,Aggravated assault,88,2013
Idaho,100,Aggravated assault,65,2013
Illinois,22,Aggravated assault,298,2013
Indiana,58,Aggravated assault,131,2013
Iowa,90,Aggravated assault,128,2013
Kansas,71,Aggravated assault,61,2013
Kentucky,98,Aggravated assault,33,2013
Louisiana,67,Aggravated assault,262,2013
Maine,100,Aggravated assault,32,2013
Maryland,66,Aggravated assault,131,2013
Massachusetts,96,Aggravated assault,123,2013
Michigan,93,Aggravated assault,78,2013
Minnesota,100,Aggravated assault,77,2013
Mississippi,43,Aggravated assault,35,2013
Missouri,92,Aggravated assault,90,2013
Montana,96,Aggravated assault,59,2013
Nebraska,89,Aggravated assault,49,2013
Nevada,91,Aggravated assault,155,2013
New Hampshire,89,Aggravated assault,48,2013
New Jersey,96,Aggravated assault,86,2013
New Mexico,65,Aggravated assault,128,2013
New York,53,Aggravated assault,85,2013
North Carolina,89,Aggravated assault,88,2013
North Dakota,99,Aggravated assault,43,2013
Ohio,72,Aggravated assault,41,2013
Oklahoma,96,Aggravated assault,73,2013
Oregon,37,Aggravated assault,82,2013
Pennsylvania,93,Aggravated assault,169,2013
Rhode Island,100,Aggravated assault,54,2013
South Carolina,96,Aggravated assault,81,2013
South Dakota,92,Aggravated assault,76,2013
Tennessee,99,Aggravated assault,177,2013
Texas,97,Aggravated assault,68,2013
Utah,96,Aggravated assault,44,2013
Vermont,92,Aggravated assault,40,2013
Virginia,100,Aggravated assault,34,2013
Washington,85,Aggravated assault,85,2013
West Virginia,86,Aggravated assault,28,2013
Wisconsin,98,Aggravated assault,110,2013
Wyoming,95,Aggravated assault,39,2013
United States,84,Robbery,63,2013
Alabama,2,Robbery,34,2013
Alaska,64,Robbery,25,2013
Arizona,98,Robbery,38,2013
Arkansas,93,Robbery,27,2013
California,100,Robbery,76,2013
Colorado,97,Robbery,25,2013
Connecticut,95,Robbery,57,2013
Delaware,100,Robbery,125,2013
District of Columbia,0,Robbery,NA,2013
Florida,100,Robbery,91,2013
Georgia,90,Robbery,58,2013
Hawaii,11,Robbery,47,2013
Idaho,100,Robbery,7,2013
Illinois,22,Robbery,363,2013
Indiana,58,Robbery,51,2013
Iowa,90,Robbery,29,2013
Kansas,71,Robbery,8,2013
Kentucky,98,Robbery,38,2013
Louisiana,67,Robbery,54,2013
Maine,100,Robbery,16,2013
Maryland,66,Robbery,155,2013
Massachusetts,96,Robbery,39,2013
Michigan,93,Robbery,46,2013
Minnesota,100,Robbery,61,2013
Mississippi,43,Robbery,42,2013
Missouri,92,Robbery,64,2013
Montana,96,Robbery,2,2013
Nebraska,89,Robbery,33,2013
Nevada,91,Robbery,60,2013
New Hampshire,89,Robbery,25,2013
New Jersey,96,Robbery,102,2013
New Mexico,65,Robbery,7,2013
New York,53,Robbery,85,2013
North Carolina,89,Robbery,65,2013
North Dakota,99,Robbery,3,2013
Ohio,72,Robbery,52,2013
Oklahoma,96,Robbery,33,2013
Oregon,37,Robbery,20,2013
Pennsylvania,93,Robbery,101,2013
Rhode Island,100,Robbery,42,2013
South Carolina,96,Robbery,40,2013
South Dakota,92,Robbery,1,2013
Tennessee,99,Robbery,65,2013
Texas,97,Robbery,41,2013
Utah,96,Robbery,14,2013
Vermont,92,Robbery,7,2013
Virginia,100,Robbery,34,2013
Washington,85,Robbery,51,2013
West Virginia,86,Robbery,4,2013
Wisconsin,98,Robbery,90,2013
Wyoming,95,Robbery,4,2013
United States,84,Larceny,786,2013
Alabama,2,Larceny,1156,2013
